#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000295	2020-03-30	2020.243575	2020.232407	2020.247268
150273_S66/B.1.1/2020-11-02/GUAYAS	2020-11-02	2020.837432	2020.837432	2020.837432
6061_S83/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0001263	2020-03-13	2020.197327	2020.183989	2020.219945
NODE_0000785	2020-03-23	2020.225254	2020.171575	2020.348361
463_S47/B.1.1.117/2020-07-31/SANTO_DOMINGO	2020-07-31	2020.580601	2020.580601	2020.580601
NODE_0000786	2020-05-07	2020.348361	2020.315036	2020.348361
175_S5/B.1.1/2020-05-07/LOS_RIOS	2020-05-07	2020.348361	2020.348361	2020.348361
176_S6/B.1.1/2020-05-08/LOS_RIOS	2020-05-08	2020.351093	2020.351093	2020.351093
NODE_0001211	2020-03-21	2020.218948	2020.204949	2020.219945
43_S27/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0001214	2020-03-23	2020.225341	2020.206453	2020.234965
6200_S18/B.1.1/2020-04-08/GUAYAS	2020-04-08	2020.269126	2020.269126	2020.269126
NODE_0000255	2020-03-30	2020.243170	2020.207990	2020.255864
NODE_0000256	2020-04-07	2020.266393	2020.245477	2020.266393
EPIISL491934/B.1.1.10/2020-04-07/GUAYAS	2020-04-07	2020.266393	2020.266393	2020.266393
EPIISL660530/B.1.1.10/2020-10-01/TUNGURAHUA	2020-10-01	2020.750000	2020.750000	2020.750000
NODE_0000257	2020-07-31	2020.580569	2020.492338	2020.681927
131748_S66/B.1.1.10/2020-09-22/GUAYAS	2020-09-22	2020.725410	2020.725410	2020.725410
NODE_0001222	2020-10-05	2020.762171	2020.686272	2020.763661
138245_S94/B.1.1.10/2020-10-07/SANTO_DOMINGO	2020-10-07	2020.766393	2020.766393	2020.766393
137821_S74/B.1.1.10/2020-10-06/MANABI	2020-10-06	2020.763661	2020.763661	2020.763661
NODE_0001281	2020-03-13	2020.196909	2020.192364	2020.213299
2945_S44/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001285	2020-03-14	2020.201709	2020.191125	2020.219945
46_S29/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0001289	2020-03-18	2020.212839	2020.185134	2020.218406
2454_S1/B.1.1/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
NODE_0001225	2020-03-18	2020.212869	2020.203320	2020.219945
29_S19/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0001226	2020-03-20	2020.216422	2020.208514	2020.222145
NODE_0000822	2020-03-23	2020.225245	2020.216222	2020.419578
70585_S43/B.1.1/2020-06-26/ESMERALDAS	2020-06-26	2020.484973	2020.484973	2020.484973
NODE_0000823	2020-10-29	2020.826503	2020.774541	2020.826503
150215_S59/B.1.1.203/2020-10-29/MANABI	2020-10-29	2020.826503	2020.826503	2020.826503
150226_S61/B.1.1.203/2020-10-30/MANABI	2020-10-30	2020.829235	2020.829235	2020.829235
NODE_0001230	2020-03-21	2020.218931	2020.210701	2020.224532
6021_S74/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0001231	2020-03-22	2020.223920	2020.210899	2020.225410
2514_S9/B.1.1/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
2954_S48/B.1.1/2020-03-24/SANTA_ELENA	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001238	2020-03-13	2020.197118	2020.184937	2020.223496
3006_S51/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001241	2020-03-18	2020.212691	2020.201226	2020.223197
2995_S50/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001242	2020-03-23	2020.224053	2020.209350	2020.228072
3127_S12/B.1.1/2020-03-25/GUAYAS	2020-03-25	2020.230874	2020.230874	2020.230874
NODE_0001244	2020-03-23	2020.225307	2020.214239	2020.230769
6510_S24/B.1.1/2020-04-01/GUAYAS	2020-04-01	2020.250000	2020.250000	2020.250000
NODE_0001245	2020-03-23	2020.225307	2020.218797	2020.236278
6548_S25/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0001246	2020-03-24	2020.228024	2020.222794	2020.241486
NODE_0001247	2020-03-30	2020.243931	2020.221285	2020.244536
EPIISL826812/B.1.1/2020-03-30/GUAYAS	2020-03-30	2020.244536	2020.244536	2020.244536
6029_S76/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0000014	2020-05-08	2020.351093	2020.329252	2020.351093
200_S22/B.1.1/2020-05-08/LOS_RIOS	2020-05-08	2020.351093	2020.351093	2020.351093
36226_S67/B.1.1/2020-05-08/LOS_RIOS	2020-05-08	2020.351093	2020.351093	2020.351093
EPIISL491953/B.1.1/2020-05-08/LOS_RIOS	2020-05-08	2020.351093	2020.351093	2020.351093
NODE_0001079	2020-03-18	2020.212728	2020.181858	2020.221302
2914_S33/B.1.1.231/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001250	2020-03-23	2020.225205	2020.212375	2020.331666
EPIISL491952/B.1.1/2020-05-29/GUAYAS	2020-05-29	2020.408470	2020.408470	2020.408470
NODE_0001251	2020-05-07	2020.347188	2020.099382	2020.490437
68477_S20/B.1.1.231/2020-06-28/SANTO_DOMINGO	2020-06-28	2020.490437	2020.490437	2020.490437
NODE_0001253	2020-05-31	2020.414819	2020.093744	2020.496023
465_S48/B.1.1.231/2020-07-30/SANTO_DOMINGO	2020-07-30	2020.577869	2020.577869	2020.577869
NODE_0001083	2020-09-03	2020.673497	2020.644185	2020.673497
122476_S18/B.1.1.51/2020-09-03/GUAYAS	2020-09-03	2020.673497	2020.673497	2020.673497
150429_S74/B.1.1.51/2020-10-30/GUAYAS	2020-10-30	2020.829235	2020.829235	2020.829235
NODE_0001085	2020-03-23	2020.225291	2020.205726	2020.244866
NODE_0001256	2020-03-24	2020.227974	2020.217402	2020.486461
127191_S39/B.1.1.231/2020-09-10/SANTO_DOMINGO	2020-09-10	2020.692623	2020.692623	2020.692623
EPIISL826832/B.1.1.231/2020-09-08/ESMERALDAS	2020-09-08	2020.687158	2020.687158	2020.687158
NODE_0001087	2020-03-30	2020.244056	2020.223932	2020.279303
EPIISL681703/B.1.1.231/2020-04-30/QUITO	2020-04-30	2020.329235	2020.329235	2020.329235
NODE_0001088	2020-08-14	2020.618709	2020.358709	2020.829235
EPIISL1014238/B.1.1.231/2020-10-30/QUITO	2020-10-30	2020.829235	2020.829235	2020.829235
NODE_0001259	2020-09-02	2020.670749	2020.370556	2020.844418
NODE_0001091	2020-11-16	2020.874604	2020.777058	2020.941257
EPIISL1443657/B.1.1.231/2020-12-10/IMBABURA	2020-12-10	2020.941257	2020.941257	2020.941257
EPIISL1443656/B.1.1.231/2020-12-10/IMBABURA	2020-12-10	2020.941257	2020.941257	2020.941257
NODE_0001262	2020-09-10	2020.692278	2020.372929	2020.849207
173398_S17/B.1.1/2020-12-22/CHIMBORAZO	2020-12-22	2020.974044	2020.974044	2020.974044
EPIISL3506143/B.1.1.231/2021-01-28/IMBABURA	2021-01-28	2021.075342	2021.075342	2021.075342
NODE_0000527	2020-03-18	2020.212740	2020.202375	2020.219085
36050_S56/B.1.1/2020-05-07/SANTA_ELENA	2020-05-07	2020.348361	2020.348361	2020.348361
NODE_0001264	2020-03-20	2020.216149	2020.208552	2020.219670
6662_S16/B.1.1/2020-04-01/GUAYAS	2020-04-01	2020.250000	2020.250000	2020.250000
51_S34/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0001265	2020-03-23	2020.224831	2020.214314	2020.230874
3066_S67/B.1.1/2020-03-25/GUAYAS	2020-03-25	2020.230874	2020.230874	2020.230874
NODE_0000539	2020-04-28	2020.323118	2020.257138	2020.357054
73966_S75/B.1.1.409/2020-07-03/MANABI	2020-07-03	2020.504098	2020.504098	2020.504098
NODE_0000540	2020-05-24	2020.394809	2020.360149	2020.394809
65274_S9/B.1.1/2020-06-23/MANABI	2020-06-23	2020.476776	2020.476776	2020.476776
EPIISL826820/B.1.1/2020-05-24/MANABI	2020-05-24	2020.394809	2020.394809	2020.394809
NODE_0001268	2020-03-23	2020.225203	2020.211644	2020.284967
28920_S46/B.1.1/2020-04-29/MANABI	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000528	2020-05-31	2020.414823	2020.338009	2020.473240
65196_S87/B.1.1/2020-06-22/MANABI	2020-06-22	2020.474044	2020.474044	2020.474044
NODE_0001270	2020-06-30	2020.495715	2020.369531	2020.582675
127173_S38/B.1.1/2020-09-11/MANABI	2020-09-11	2020.695355	2020.695355	2020.695355
NODE_0000530	2020-10-05	2020.760891	2020.671311	2020.766393
138580_S5/B.1.1/2020-10-07/MANABI	2020-10-07	2020.766393	2020.766393	2020.766393
NODE_0000531	2020-10-29	2020.826387	2020.766520	2020.862414
171503_S38/B.1.1/2020-12-16/MANABI	2020-12-16	2020.957650	2020.957650	2020.957650
NODE_0000532	2020-11-18	2020.881148	2020.851967	2020.881148
157893_S18/B.1.1/2020-11-18/MANABI	2020-11-18	2020.881148	2020.881148	2020.881148
157894_S19/B.1.1/2020-11-18/MANABI	2020-11-18	2020.881148	2020.881148	2020.881148
157895_S20/B.1.1/2020-11-18/MANABI	2020-11-18	2020.881148	2020.881148	2020.881148
NODE_0001276	2020-03-13	2020.197118	2020.185003	2020.219174
106_S73/B.1.1/2020-03-30/GUAYAS	2020-03-30	2020.244536	2020.244536	2020.244536
NODE_0001277	2020-03-18	2020.212675	2020.182569	2020.218699
50_S33/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0000852	2020-03-23	2020.225326	2020.150948	2020.404367
NODE_0001279	2020-05-31	2020.414713	2020.072194	2020.550794
150213_S58/B.1.1/2020-10-29/GUAYAS	2020-10-29	2020.826503	2020.826503	2020.826503
NODE_0000854	2020-08-29	2020.659528	2020.574492	2020.671728
122477_S19/B.1.1/2020-09-03/GUAYAS	2020-09-03	2020.673497	2020.673497	2020.673497
150728_S81/B.1.1/2020-11-04/BOLIVAR	2020-11-04	2020.842896	2020.842896	2020.842896
NODE_0000855	2020-05-07	2020.347759	2020.252426	2020.463168
72594_S52/B.1.1.277/2020-07-01/MANABI	2020-07-01	2020.498634	2020.498634	2020.498634
NODE_0000856	2020-09-15	2020.706098	2020.598105	2020.787570
150203_S54/B.1.1/2020-10-31/MANABI	2020-10-31	2020.831967	2020.831967	2020.831967
NODE_0001283	2020-10-05	2020.760392	2020.590232	2020.783837
150287_S68/B.1.1/2020-11-02/MANABI	2020-11-02	2020.837432	2020.837432	2020.837432
NODE_0000858	2020-10-29	2020.826336	2020.728447	2020.881148
171560_S59/B.1.1.135/2020-12-17/SANTA_ELENA	2020-12-17	2020.960383	2020.960383	2020.960383
NODE_0000859	2020-11-18	2020.881050	2020.829569	2020.881148
157954_S26/B.1.1.28/2020-11-18/GUAYAS	2020-11-18	2020.881148	2020.881148	2020.881148
NODE_0001287	2020-11-18	2020.881050	2020.824057	2020.959381
NODE_0001288	2020-12-08	2020.934974	2020.820980	2020.964052
174174_S54/B.1.1.28/2020-12-23/SANTA_ELENA	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0000862	2020-12-21	2020.972554	2020.946284	2020.976776
174093_S59/B.1.1.28/2020-12-23/MANABI	2020-12-23	2020.976776	2020.976776	2020.976776
174200_S43/B.1.1.28/2020-12-23/GUAYAS	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0001290	2020-12-04	2020.925778	2020.817505	2020.953888
174192_S29/B.1.1.28/2020-12-24/GUAYAS	2020-12-24	2020.979508	2020.979508	2020.979508
NODE_0000860	2020-12-21	2020.971063	2020.942352	2020.976776
174206_S27/B.1.1.28/2020-12-23/GUAYAS	2020-12-23	2020.976776	2020.976776	2020.976776
174207_S28/B.1.1.28/2020-12-24/LOS_RIOS	2020-12-24	2020.979508	2020.979508	2020.979508
NODE_0000887	2020-03-14	2020.202081	2020.187705	2020.217213
2913_S32/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
3054_S65/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
15_S8/B.1.1/2020-03-20/GUAYAS	2020-03-20	2020.217213	2020.217213	2020.217213
NODE_0001346	2020-03-18	2020.213048	2020.203526	2020.219945
NODE_0001353	2020-03-24	2020.227646	2020.214712	2020.228142
EPIISL826814/B.1.1/2020-03-30/GUAYAS	2020-03-30	2020.244536	2020.244536	2020.244536
2912_S31/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001354	2020-03-21	2020.219888	2020.211275	2020.219945
44_S28/B.1.1/2020-03-21/GUAYAS	2020-03-21	2020.219945	2020.219945	2020.219945
NODE_0001355	2020-03-23	2020.225252	2020.214235	2020.233360
NODE_0001293	2020-03-23	2020.225322	2020.222399	2020.244037
8671_S30/B.1.1/2020-04-05/GUAYAS	2020-04-05	2020.260929	2020.260929	2020.260929
NODE_0001294	2020-03-30	2020.245530	2020.219697	2020.247268
8665_S28/B.1.1.409/2020-04-04/GUAYAS	2020-04-04	2020.258197	2020.258197	2020.258197
6034_S78/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0001297	2020-03-24	2020.227969	2020.220945	2020.285383
NODE_0000895	2020-04-23	2020.310109	2020.278331	2020.310109
210_S30/B.1.1/2020-05-09/LOS_RIOS	2020-05-09	2020.353825	2020.353825	2020.353825
23358_S38/B.1.1/2020-04-23/LOS_RIOS	2020-04-23	2020.310109	2020.310109	2020.310109
NODE_0001301	2020-05-31	2020.414783	2020.069849	2020.477311
72621_S56/B.1.1/2020-07-01/MANABI	2020-07-01	2020.498634	2020.498634	2020.498634
NODE_0001302	2020-06-12	2020.445849	2020.049208	2020.526964
NODE_0001305	2020-06-22	2020.473192	2020.052592	2020.541484
128458_S47/B.1.1/2020-09-15/SANTO_DOMINGO	2020-09-15	2020.706284	2020.706284	2020.706284
NODE_0001306	2020-06-30	2020.495691	2020.051991	2020.589005
138102_S85/B.1.1/2020-10-06/GUAYAS	2020-10-06	2020.763661	2020.763661	2020.763661
139318_S21/B.1.1/2020-10-05/CHIMBORAZO	2020-10-05	2020.760929	2020.760929	2020.760929
NODE_0000902	2020-09-02	2020.670628	2020.422139	2020.730590
EPIISL1443650/B.1.1.388/2020-10-26/IMBABURA	2020-10-26	2020.818306	2020.818306	2020.818306
NODE_0000903	2020-12-15	2020.954918	2020.932593	2020.954918
EPIISL824292/B.1.1/2021-01-05/IMBABURA	2021-01-05	2021.012329	2021.012329	2021.012329
EPIISL824291/B.1.1/2020-12-30/IMBABURA	2020-12-30	2020.995902	2020.995902	2020.995902
EPIISL824287/B.1.1/2020-12-28/IMBABURA	2020-12-28	2020.990437	2020.990437	2020.990437
EPIISL824284/B.1.1/2020-12-15/SANTO_DOMINGO	2020-12-15	2020.954918	2020.954918	2020.954918
NODE_0001373	2020-03-12	2020.196491	2020.192537	2020.203947
NODE_0000229	2020-03-20	2020.216965	2020.206152	2020.224630
2908_S29/B.1.1.326/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
EPIISL826805/B.1.1.326/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
NODE_0001378	2020-03-13	2020.199192	2020.186420	2020.217213
NODE_0001381	2020-03-15	2020.204264	2020.184743	2020.221390
NODE_0000439	2020-03-23	2020.224369	2020.205742	2020.227711
139939_S39/B.1.1/2020-10-12/GUAYAS	2020-10-12	2020.780055	2020.780055	2020.780055
2949_S46/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001205	2020-03-20	2020.216498	2020.203667	2020.230740
5771_S19/B.1.1.409/2020-04-06/GUAYAS	2020-04-06	2020.263661	2020.263661	2020.263661
NODE_0001208	2020-03-23	2020.225276	2020.213177	2020.232471
EPIISL826816/B.1.1/2020-03-30/GUAYAS	2020-03-30	2020.244536	2020.244536	2020.244536
NODE_0001209	2020-03-24	2020.228039	2020.222623	2020.239071
6172_S9/B.1.1.409/2020-03-28/GUAYAS	2020-03-28	2020.239071	2020.239071	2020.239071
NODE_0001210	2020-03-29	2020.243045	2020.220200	2020.247268
6161_S5/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
6074_S87/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0001309	2020-03-15	2020.202636	2020.194260	2020.217213
NODE_0001310	2020-03-18	2020.212660	2020.201605	2020.218354
NODE_0001311	2020-03-19	2020.215795	2020.206983	2020.222186
2498_S8/B.1.1/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
NODE_0001312	2020-03-21	2020.219256	2020.211532	2020.225369
EPIISL826804/B.1.1/2020-03-23/SANTA_ELENA	2020-03-23	2020.225410	2020.225410	2020.225410
141_S86/B.1.1/2020-04-01/GUAYAS	2020-04-01	2020.250000	2020.250000	2020.250000
NODE_0001313	2020-03-20	2020.216422	2020.207943	2020.225410
NODE_0001314	2020-03-23	2020.225410	2020.216213	2020.225410
2694_S25/B.1.1/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
3067_S68/B.1.1/2020-03-25/GUAYAS	2020-03-25	2020.230874	2020.230874	2020.230874
NODE_0001317	2020-03-23	2020.226652	2020.217200	2020.228142
71_S48/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
2653_S16/B.1.1.409/2020-03-25/GUAYAS	2020-03-25	2020.230874	2020.230874	2020.230874
NODE_0001319	2020-03-18	2020.212675	2020.202089	2020.217213
1437_S11/B.1.1/2020-03-20/GUAYAS	2020-03-20	2020.217213	2020.217213	2020.217213
NODE_0001320	2020-03-18	2020.212675	2020.204923	2020.220326
3043_S59/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001321	2020-03-20	2020.216437	2020.207374	2020.223064
NODE_0001322	2020-03-20	2020.218191	2020.209520	2020.225632
136_S85/B.1.1/2020-04-01/GUAYAS	2020-04-01	2020.250000	2020.250000	2020.250000
3029_S54/B.1.1/2020-03-24/GUAYAS	2020-03-24	2020.228142	2020.228142	2020.228142
NODE_0001327	2020-03-23	2020.225219	2020.202715	2020.231991
6171_S8/B.1.1/2020-03-29/GUAYAS	2020-03-29	2020.241803	2020.241803	2020.241803
NODE_0000614	2020-03-30	2020.244463	2020.199232	2020.266393
6158_S4/B.1.1/2020-04-07/GUAYAS	2020-04-07	2020.266393	2020.266393	2020.266393
NODE_0001329	2020-04-08	2020.268959	2020.197110	2020.269126
6189_S16/B.1.1/2020-04-08/GUAYAS	2020-04-08	2020.269126	2020.269126	2020.269126
NODE_0001330	2020-05-07	2020.348317	2020.089573	2020.557524
138117_S86/B.1.1/2020-10-06/GUAYAS	2020-10-06	2020.763661	2020.763661	2020.763661
NODE_0000617	2020-08-27	2020.654372	2020.597266	2020.654372
EPIISL826827/B.1.1/2020-08-27/SANTO_DOMINGO	2020-08-27	2020.654372	2020.654372	2020.654372
NODE_0000618	2020-09-17	2020.711618	2020.676061	2020.711749
130439_S58/B.1.1/2020-09-18/MANABI	2020-09-18	2020.714481	2020.714481	2020.714481
130034_S57/B.1.1/2020-09-17/EL_ORO	2020-09-17	2020.711749	2020.711749	2020.711749
NODE_0001334	2020-10-01	2020.750136	2020.673278	2020.763661
139719_S33/B.1.1/2020-10-09/SANTO_DOMINGO	2020-10-09	2020.771858	2020.771858	2020.771858
138906_S12/B.1.1/2020-10-06/SANTO_DOMINGO	2020-10-06	2020.763661	2020.763661	2020.763661
NODE_0001336	2020-03-12	2020.196700	2020.187954	2020.214382
NODE_0001337	2020-03-15	2020.202985	2020.194967	2020.214481
NODE_0001338	2020-03-19	2020.214481	2020.204121	2020.214481
30045_S49/B.1.1/2020-04-28/MANABI	2020-04-28	2020.323770	2020.323770	2020.323770
1416_S8/B.1.1.409/2020-03-19/GUAYAS	2020-03-19	2020.214481	2020.214481	2020.214481
NODE_0001340	2020-03-20	2020.216995	2020.203865	2020.217213
14_S7/B.1.1/2020-03-20/GUAYAS	2020-03-20	2020.217213	2020.217213	2020.217213
NODE_0000207	2020-03-23	2020.225218	2020.215605	2020.414809
NODE_0000208	2020-06-30	2020.495665	2020.436171	2020.527126
EPIISL1014102/B.1.1.203/2020-10-30/QUITO	2020-10-30	2020.829235	2020.829235	2020.829235
EPIISL660069/B.1.1.203/2020-07-20/QUITO	2020-07-20	2020.550546	2020.550546	2020.550546
NODE_0001344	2020-05-07	2020.348335	2020.176172	2020.646159
NODE_0001345	2020-06-01	2020.415598	2020.192751	2020.652379
138426_S96/B.1.1/2020-10-07/CHIMBORAZO	2020-10-07	2020.766393	2020.766393	2020.766393
157940_S23/B.1.1/2020-11-17/SANTA_ELENA	2020-11-17	2020.878415	2020.878415	2020.878415
NODE_0000211	2020-09-02	2020.670731	2020.617755	2020.673497
122475_S17/B.1.1/2020-09-03/GUAYAS	2020-09-03	2020.673497	2020.673497	2020.673497
NODE_0001348	2020-09-03	2020.673400	2020.629558	2020.722807
150671_S80/B.1.1/2020-11-03/GUAYAS	2020-11-03	2020.840164	2020.840164	2020.840164
157884_S16/B.1.1/2020-11-18/MANABI	2020-11-18	2020.881148	2020.881148	2020.881148
NODE_0001349	2020-03-14	2020.202173	2020.185869	2020.219266
NODE_0000298	2020-03-23	2020.225410	2020.214091	2020.225410
214_S33/B.1.1/2020-05-17/GUAYAS	2020-05-17	2020.375683	2020.375683	2020.375683
2492_S6/B.1.1/2020-03-23/GUAYAS	2020-03-23	2020.225410	2020.225410	2020.225410
NODE_0001352	2020-03-18	2020.212678	2020.177839	2020.232950
NODE_0000453	2020-04-18	2020.297586	2020.148362	2020.334801
NODE_0001425	2020-04-26	2020.317380	2020.150391	2020.338726
36161_S62/B.1.1/2020-05-08/MANABI	2020-05-08	2020.351093	2020.351093	2020.351093
369_S91/B.1.1/2020-07-02/SANTO_DOMINGO	2020-07-02	2020.501366	2020.501366	2020.501366
NODE_0000455	2020-05-07	2020.347152	2020.162472	2020.400741
122182_S8/B.1.1/2020-09-02/LOJA	2020-09-02	2020.670765	2020.670765	2020.670765
NODE_0000456	2020-06-23	2020.476776	2020.436065	2020.476776
157847_S13/B.1.1/2020-11-16/PICHINCHA	2020-11-16	2020.875683	2020.875683	2020.875683
65213_S1/B.1.1/2020-06-23/MANABI	2020-06-23	2020.476776	2020.476776	2020.476776
NODE_0000260	2020-03-23	2020.225370	2020.208259	2020.254440
NODE_0000277	2020-04-07	2020.266312	2020.240987	2020.266393
EPIISL527819/B.1.1/2020-04-07/GUAYAS	2020-04-07	2020.266393	2020.266393	2020.266393
NODE_0001358	2020-06-30	2020.495804	2020.409830	2020.591530
NODE_0000278	2020-08-14	2020.618852	2020.578029	2020.618852
EPIISL594118/B.1.1/2020-08-14/GUAYAS	2020-08-14	2020.618852	2020.618852	2020.618852
EPIISL527818/B.1.1/2020-08-14/GUAYAS	2020-08-14	2020.618852	2020.618852	2020.618852
NODE_0001361	2020-08-04	2020.591354	2020.525921	2020.591530
EPIISL527809/B.1.1/2020-08-04/BOLIVAR	2020-08-04	2020.591530	2020.591530	2020.591530
NODE_0001363	2020-08-11	2020.611628	2020.570031	2020.635246
NODE_0001364	2020-08-20	2020.635246	2020.605091	2020.635246
EPIISL527815/B.1.1/2020-08-20/ESMERALDAS	2020-08-20	2020.635246	2020.635246	2020.635246
EPIISL527816/B.1.1/2020-08-20/ESMERALDAS	2020-08-20	2020.635246	2020.635246	2020.635246
NODE_0001365	2020-10-01	2020.749952	2020.642591	2020.750000
EPIISL660529/B.1.1/2020-10-01/TUNGURAHUA	2020-10-01	2020.750000	2020.750000	2020.750000
NODE_0000284	2021-01-14	2021.036986	2020.999520	2021.036986
EPIISL877554/B.1.1/2021-01-15/LOS_RIOS	2021-01-15	2021.039726	2021.039726	2021.039726
EPIISL877553/B.1.1/2021-01-15/LOS_RIOS	2021-01-15	2021.039726	2021.039726	2021.039726
EPIISL877552/B.1.1/2021-01-15/LOS_RIOS	2021-01-15	2021.039726	2021.039726	2021.039726
EPIISL877551/B.1.1/2021-01-14/PICHINCHA	2021-01-14	2021.036986	2021.036986	2021.036986
NODE_0001367	2020-03-30	2020.244456	2020.206261	2020.271923
NODE_0000271	2020-04-17	2020.293716	2020.264660	2020.293716
EPIISL481246/B.1.1/2020-04-17/LOS_RIOS	2020-04-17	2020.293716	2020.293716	2020.293716
EPIISL481248/B.1.1/2020-04-17/LOS_RIOS	2020-04-17	2020.293716	2020.293716	2020.293716
NODE_0001369	2020-04-28	2020.323043	2020.266343	2020.375064
NODE_0000275	2020-05-19	2020.381148	2020.354013	2020.381148
EPIISL471269/B.1.1/2020-06-04/QUITO	2020-06-04	2020.424863	2020.424863	2020.424863
EPIISL471271/B.1.1/2020-05-19/QUITO	2020-05-19	2020.381148	2020.381148	2020.381148
EPIISL471270/B.1.1/2020-05-19/QUITO	2020-05-19	2020.381148	2020.381148	2020.381148
NODE_0001372	2020-05-31	2020.414709	2020.257562	2020.471536
NODE_0000274	2020-08-12	2020.613388	2020.548022	2020.613388
EPIISL697788/B.1.1/2020-08-19/IMBABURA	2020-08-19	2020.632514	2020.632514	2020.632514
EPIISL697785/B.1.1/2020-08-12/IMBABURA	2020-08-12	2020.613388	2020.613388	2020.613388
NODE_0000261	2020-06-23	2020.476741	2020.438546	2020.504098
NODE_0001444	2020-07-01	2020.497798	2020.471757	2020.504098
EPIISL491932/B.1.1/2020-07-03/CARCHI	2020-07-03	2020.504098	2020.504098	2020.504098
EPIISL697795/B.1.1/2020-09-29/MORONA_SANTIAGO	2020-09-29	2020.744536	2020.744536	2020.744536
NODE_0001376	2020-06-30	2020.495809	2020.461008	2020.621585
EPIISL539793/B.1.1/2020-08-15/LOJA	2020-08-15	2020.621585	2020.621585	2020.621585
NODE_0001377	2020-07-01	2020.498536	2020.477112	2020.648878
EPIISL574431/B.1.1/2020-09-14/LOS_RIOS	2020-09-14	2020.703552	2020.703552	2020.703552
NODE_0000265	2020-08-07	2020.600866	2020.549284	2020.659290
EPIISL697793/B.1.1/2020-09-07/IMBABURA	2020-09-07	2020.684426	2020.684426	2020.684426
NODE_0000266	2020-08-29	2020.660147	2020.632630	2020.668033
EPIISL1443641/B.1.1/2020-09-01/IMBABURA	2020-09-01	2020.668033	2020.668033	2020.668033
NODE_0000267	2020-09-15	2020.706136	2020.667139	2020.763661
137818_S73/B.1.1/2020-10-06/MANABI	2020-10-06	2020.763661	2020.763661	2020.763661
NODE_0000268	2020-10-05	2020.760889	2020.703211	2020.779872
150219_S60/B.1.1/2020-10-29/MANABI	2020-10-29	2020.826503	2020.826503	2020.826503
NODE_0001382	2020-10-06	2020.763626	2020.734443	2020.809941
157896_S21/B.1.1/2020-11-18/MANABI	2020-11-18	2020.881148	2020.881148	2020.881148
150074_S47/B.1.1.121/2020-10-30/MANABI	2020-10-30	2020.829235	2020.829235	2020.829235
NODE_0001461	2020-03-12	2020.196700	2020.195439	2020.210649
NODE_0001186	2020-03-18	2020.212869	2020.199038	2020.225410
6062_S84/B.1.1/2020-03-31/GUAYAS	2020-03-31	2020.247268	2020.247268	2020.247268
